sequence	16S_rRNA_Count	metadata_NSTI
study_1362	1	0.025448
study_1660	1	0.000101
study_1709	3	0.02835
study_406	1	0.143298
study_634	1	0.054987
study_197	1	0.06285299999999999
study_763	1	0.062718
study_526	1	0.14411300000000002
study_846	1	0.044923000000000005
study_685	1	0.044923000000000005
study_1571	1	0.044826
study_943	1	0.043938
study_400	1	0.043938
study_1264	1	0.043938
study_1066	1	0.06232000000000001
study_1245	1	0.043883
study_713	1	0.037283
study_607	1	0.02636
study_759	1	0.026491000000000004
study_537	1	0.045078
study_1616	1	0.00015
study_1495	1	0.045413
study_696	4	0.000101
study_1392	1	0.028018
study_322	1	0.008756
study_140	1	0.008756
study_1022	1	0.008756
study_1774	1	0.016656
study_1656	1	0.008001000000000001
study_187	1	0.00015
study_736	1	0.007551
study_630	1	0.00015
study_1832	1	0.022044
study_420	1	0.008827
study_1080	1	0.008731000000000001
study_618	1	0.171725
study_1473	1	0.264567
study_228	1	0.24750999999999998
study_996	1	0.20471
study_1869	1	0.20423
study_1711	1	0.193395
study_1505	1	0.19228499999999998
study_1007	1	0.075659
study_734	1	0.073019
study_899	1	0.12936199999999998
study_149	1	0.16283599999999998
study_1153	1	0.162396
study_1098	1	0.17234000000000002
study_1091	1	0.139723
study_1100	1	0.091167
study_1524	2	0.016196000000000002
study_312	2	0.025646
study_95	4	0.017694
study_399	4	0.017694
study_823	4	0.00015
study_517	4	0.017572
study_853	4	0.00015
study_1082	1	0.018203999999999998
study_183	1	0.00015
study_589	1	0.12402
study_1749	1	0.196022
study_955	1	0.184347
study_247	1	0.16280999999999998
study_207	1	0.00015
study_945	1	0.00015
study_849	1	0.017841
study_1196	1	0.282921
study_1606	1	0.131246
study_1575	1	0.05437
study_1146	1	0.038702
study_1731	1	0.427379
study_314	1	0.035238
study_1744	1	0.035163
study_383	1	0.00015
study_1549	1	0.00015
study_1738	1	0.141562
study_1121	1	0.017353999999999998
study_1713	1	0.054404999999999995
study_1712	1	0.000101
study_971	1	0.048546
study_1690	1	0.064576
study_867	1	0.068786
study_1077	1	0.070118
study_931	1	0.070118
study_1499	1	0.00015
study_1227	1	0.00015
study_460	1	0.00015
study_330	1	0.00015
study_1506	1	0.008709999999999999
study_1469	1	0.000101
study_132	1	0.000101
study_1358	1	0.000101
study_1081	1	0.00015
study_421	1	0.00015
study_1830	5	0.000101
study_1642	5	0.008699
study_387	5	0.000101
study_1127	5	0.000101
study_1109	1	0.007552
study_1603	1	0.057147
study_213	1	0.027944999999999998
study_1681	1	0.12388099999999999
study_1535	1	0.094181
study_1141	1	0.018455000000000003
study_466	1	0.000101
study_898	1	0.000101
study_1311	1	0.005294
study_1096	1	0.10438099999999999
study_1478	1	0.010651
study_1643	1	0.00015
study_1350	1	0.00015
study_1438	1	0.010646
study_960	1	0.005328
study_929	1	0.00532
study_1320	3	0.160103
study_770	4	0.014759999999999999
study_1197	4	0.000101
study_1085	1	0.015962999999999998
study_440	1	0.000101
study_1241	1	0.000101
study_375	1	0.004408
study_281	1	0.005712
study_838	1	0.00015
study_714	1	0.00015
study_1451	2	0.147386
study_1621	1	0.008059
study_1684	1	0.041449
study_118	1	0.04142
study_602	1	0.052504999999999996
study_795	1	0.022475
study_941	1	0.004838
study_1434	1	0.00015
study_115	1	0.00015
study_1117	1	0.00015
study_1904	1	0.006171
study_900	3	0.0057399999999999994
study_264	3	0.009927
study_879	3	0.000101
study_973	3	0.004156
study_804	3	0.002884
study_1377	3	0.008294
study_1699	3	0.016715999999999998
study_493	3	0.012504000000000001
study_1132	2	0.005625
study_1332	1	0.367491
study_143	1	0.367491
study_565	1	0.367491
study_1629	1	0.284412
study_1696	1	0.293714
study_1531	1	0.40984499999999996
study_515	1	0.42321000000000003
study_760	1	0.404961
study_1297	1	0.406589
study_723	1	0.405063
study_1716	1	0.419495
study_1384	1	0.41253900000000004
study_1798	1	0.417638
study_704	1	0.418332
study_1532	1	0.42510699999999996
study_1610	1	0.44896099999999994
study_1525	1	0.455668
study_1602	1	0.45596000000000003
study_379	1	0.44884799999999997
study_646	1	0.23363499999999998
study_240	1	0.25085599999999997
study_1741	1	0.270805
study_1099	1	0.234735
study_1074	1	0.313463
study_1395	1	0.233744
study_1882	1	0.24531399999999998
study_1582	1	0.24431599999999998
study_1236	1	0.3259
study_241	1	0.3259
study_1787	1	0.183056
study_1888	1	0.17816500000000002
study_1821	1	0.19404000000000002
study_1175	1	0.218219
study_1368	2	0.26950999999999997
study_1302	2	0.378298
study_1816	2	0.092814
study_1110	1	0.312967
study_1190	1	0.315773
study_121	1	0.329778
study_907	1	0.329778
study_1855	1	0.376916
study_966	1	0.308665
study_581	1	0.375258
study_1509	1	0.349247
study_1507	1	0.349598
study_1760	1	0.328366
study_232	1	0.33699
study_1154	1	0.349471
study_1475	1	0.370487
study_1069	1	0.311664
study_1777	1	0.556091
study_1833	1	0.39855799999999997
study_1802	1	0.279046
study_669	1	0.383403
study_1588	1	0.247439
study_1743	1	0.265255
study_1641	1	0.200914
study_1252	1	0.29342199999999996
study_1078	1	0.277832
study_812	1	0.34433800000000003
study_605	1	0.302417
study_1605	1	0.35755
study_1047	1	0.331752
study_1019	1	0.269572
study_1421	1	0.269866
study_1879	1	0.202504
study_1786	1	0.269572
study_1852	1	0.258019
study_1508	1	0.319499
study_459	1	0.27724699999999997
study_212	1	0.27724699999999997
study_367	1	0.32107800000000003
study_266	1	0.204104
study_557	1	0.363507
study_1089	1	0.21636799999999998
study_840	1	0.204104
study_1367	1	0.261756
study_1596	1	0.18328
study_709	1	0.36538400000000004
study_1538	1	0.18726900000000002
study_345	1	0.211184
study_1498	1	0.21758000000000002
study_575	1	0.215067
study_1680	1	0.221845
study_1223	1	0.187726
study_1040	1	0.186796
study_1651	1	0.213533
study_1688	1	0.200126
study_1385	1	0.200126
study_1004	1	0.15951500000000002
study_1249	1	0.15951500000000002
study_1467	1	0.055279999999999996
study_1516	1	0.031924
study_1423	1	0.092164
study_727	1	0.204844
study_1887	1	0.1403
study_1707	1	0.140174
study_1900	2	0.007608
study_46	2	0.038367
study_513	2	0.00015
study_251	1	0.297761
study_921	1	0.252481
study_1736	1	0.279902
study_1851	1	0.040516
study_1128	1	0.040516
study_186	1	0.038264
study_69	1	0.038264
study_1839	1	0.056494
study_1727	1	0.096044
study_1753	1	0.182781
study_490	1	0.182781
study_1161	1	0.10363199999999999
study_1000	1	0.09336
study_1849	1	0.09424500000000001
study_1493	1	0.076736
study_1027	1	0.083423
study_1594	1	0.264855
study_1694	1	0.028173
study_287	1	0.028173
study_721	1	0.19831600000000002
study_1366	1	0.19831600000000002
study_983	1	0.19831600000000002
study_497	1	0.19831600000000002
study_1079	1	0.19831600000000002
study_45	1	0.19831600000000002
study_60	1	0.19831600000000002
study_651	1	0.19831600000000002
study_1056	1	0.022727
study_1682	1	0.24606599999999998
study_697	1	0.079563
study_972	1	0.015147999999999998
study_302	1	0.038367
study_11	1	0.038367
study_33	1	0.048366
study_1717	1	0.068922
study_1250	1	0.048376
study_906	1	0.048601
study_403	1	0.048366
study_1628	1	0.000101
study_1359	1	0.000101
study_1548	1	0.028501
study_321	1	0.028501
study_1881	1	0.330169
study_765	1	0.33770300000000003
study_1360	1	0.326788
study_1542	1	0.467236
study_606	1	0.08956499999999999
study_1854	1	0.017669
study_1666	1	0.00015
study_308	1	0.00015
study_615	1	0.085253
study_1266	1	0.085253
study_111	1	0.085253
study_72	1	0.037336
study_766	1	0.010582
study_1726	1	0.056942999999999994
study_211	1	0.037336
study_948	1	0.010329999999999999
study_1136	1	0.010582
study_891	1	0.037336
study_77	1	0.144337
study_663	1	0.144337
study_844	1	0.122198
study_200	1	0.122198
study_295	1	0.144337
study_1277	1	0.15559
study_103	1	0.124891
study_764	1	0.124891
study_1059	1	0.125974
study_1835	1	0.125974
study_202	1	0.125974
study_1689	1	0.014247
study_1563	1	0.030410000000000003
study_1562	1	0.000101
study_1679	1	0.17715699999999998
study_560	1	0.036069
study_1662	1	0.046015
study_997	1	0.03635
study_1804	1	0.046015
study_1442	1	0.09174299999999999
study_1194	1	0.20562399999999997
study_1604	1	0.20562399999999997
study_1203	1	0.09955800000000001
study_1518	1	0.09972
study_1289	1	0.09972
study_473	1	0.09972
study_1530	1	0.122886
study_1625	1	0.122886
study_1573	1	0.148463
study_892	1	0.167101
study_1848	1	0.167101
study_1903	1	0.08583099999999999
study_1729	1	0.153107
study_1195	1	0.041281
study_1386	1	0.040504000000000005
study_1224	1	0.06857
study_824	3	0.33260300000000004
study_1836	3	0.33260300000000004
study_777	3	0.33260300000000004
study_1372	1	0.026543999999999998
study_1171	1	0.017763
study_980	1	0.07557699999999999
study_1796	1	0.595987
study_773	1	0.028142
study_1593	1	0.05536
study_1579	1	0.008925
study_1701	1	0.000101
study_1670	1	0.000101
study_395	1	0.000101
study_1305	1	0.000101
study_1908	1	0.035263
study_1439	1	0.035263
study_801	1	0.035263
study_1476	1	0.00015
study_611	1	0.00015
study_262	1	0.00015
study_834	1	0.000101
study_1581	1	0.000101
study_86	1	0.000101
study_1721	1	0.007036
study_976	1	0.000101
study_847	2	0.683316
study_832	1	0.000151
study_1590	1	0.018529
study_534	1	0.256594
study_99	3	0.005129
study_42	3	0.0025570000000000002
study_1724	1	0.658003
study_999	1	0.655354
study_541	1	0.712719
study_1781	1	0.744777
study_1646	1	0.9385110000000001
study_1636	1	0.837275
study_1550	1	0.756211
study_1444	1	0.324479
study_1275	1	0.035470999999999996
study_1246	1	0.02547
study_1503	1	0.01207
study_1168	1	0.00015
study_984	1	0.00015
study_559	1	0.097147
study_114	1	0.00015
study_1517	1	0.257486
study_273	1	0.08626900000000001
study_254	1	0.074181
study_54	1	0.07571699999999999
study_296	1	0.097844
study_509	1	0.101931
study_1838	1	0.101931
study_1808	1	0.002977
study_505	1	0.00015
study_1024	1	0.432543
study_703	1	0.432543
study_793	1	0.47355699999999995
study_1093	1	0.285024
study_595	1	0.016465999999999998
study_1632	1	0.021347
study_1765	1	0.037688
study_523	1	0.015835
study_1253	1	0.056741999999999994
study_1174	1	0.06149400000000001
study_1446	1	0.047595
study_180	1	0.008339
study_92	5	0.019359
study_1288	1	0.00799
study_871	1	0.011865
study_1123	1	0.049769
study_1202	1	0.035882
study_1527	1	0.043012
study_739	1	0.026556
study_1032	1	0.035495
study_1443	1	0.017738999999999998
study_1529	2	0.5303899999999999
study_614	2	0.21570599999999998
study_885	2	0.42455299999999996
study_1125	2	0.42455299999999996
study_752	2	0.42455299999999996
study_991	2	0.42455299999999996
study_691	2	0.371818
study_936	2	0.283921
study_1667	2	0.283455
study_1034	1	0.009204
study_591	1	0.001616
study_1255	1	0.11413699999999999
study_1637	1	0.089985
study_417	1	0.090071
study_293	1	0.101501
study_799	1	0.121254
study_1474	1	0.13752999999999999
study_687	1	0.071099
study_850	1	0.037566
study_130	1	0.027931
study_805	1	0.029267
study_1697	1	0.027869
study_1083	1	0.09253600000000001
study_1502	1	0.09928300000000001
study_1589	1	0.047327
study_501	1	0.09315
study_389	1	0.027931
study_601	1	0.00015
study_1071	1	0.007515000000000001
study_722	1	0.007517
study_1470	1	0.015368000000000001
study_884	1	0.161226
study_1008	1	0.018358000000000003
study_1905	1	0.07432000000000001
study_1017	1	0.026614999999999996
study_122	1	0.017685
study_904	1	0.015961000000000003
study_566	1	0.005251
study_1145	1	0.005188
study_1163	1	0.00015
study_650	1	0.00015
study_1160	1	0.00015
study_437	1	0.00015
study_1449	1	0.009041
study_1771	1	0.220638
study_458	1	0.119871
study_1229	1	0.133797
study_1199	1	0.122671
study_237	1	0.077418
study_1262	1	0.11591199999999999
study_925	1	0.077418
study_514	1	0.009014
study_230	1	0.008589
study_1002	1	0.002644
study_1200	1	0.002644
study_1510	1	0.002644
study_757	1	0.002623
study_1272	1	0.00015
study_1220	1	0.018054
study_1460	2	0.005389
study_1157	3	0.00015
study_845	3	0.036714
study_700	3	0.036714
study_1005	6	0.009504
study_301	1	0.07827
study_106	1	0.086461
study_1896	1	0.007935
study_1664	1	0.001401
study_1491	1	0.001401
study_355	1	0.001401
study_1070	1	0.007951
study_1735	1	0.56686
study_415	1	0.079845
study_1373	1	0.004001
study_1850	1	0.27960300000000005
study_1776	1	0.11565
study_1566	1	0.048677
study_467	1	0.038623000000000005
study_1861	1	0.048677
study_1864	1	0.058919000000000006
study_1661	1	0.091897
study_1064	1	0.091897
study_1214	2	0.03863
study_1012	1	0.29944499999999996
study_1639	1	0.005564
study_1293	1	0.060095
study_1355	1	0.178128
study_1674	1	0.050003
study_1240	1	0.055264999999999995
study_255	1	0.032602
study_1409	1	0.026525999999999997
study_924	1	0.00015
study_1704	1	0.017544999999999998
study_1739	1	0.164825
study_1014	1	0.11209200000000001
study_1003	1	0.111924
study_1630	1	0.080763
study_151	1	0.074673
study_80	1	0.074617
study_1519	1	0.074071
study_189	1	0.049833999999999996
study_50	1	0.11377999999999999
study_239	1	0.11377999999999999
study_1860	1	0.398965
study_1300	1	0.40376999999999996
study_933	1	0.40376999999999996
study_1013	1	1.140536
study_985	1	0.103626
study_1463	1	0.022688
study_1565	1	0.401828
study_265	1	0.401828
study_1049	1	0.40959
study_1568	1	0.268308
study_1284	1	0.268308
